id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1
45273,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,246500,3.99,0.3858,2555.5550000000003,324.0,not_neg,not_int,lpsm,358000.0,sb,pr,home,1u,3480.0,exp,555,exp,65-74,to_inst,68.8547486,north,direct,1,57.0
54242,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,516500,3.99,0.2737,0.0,360.0,not_neg,not_int,not_lpsm,688000.0,sb,sr,home,1u,20460.0,cib,845,exp,45-54,not_inst,75.07267442,south,direct,0,39.0
85257,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,346500,3.5,0.56,2445.0,180.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1u,17820.0,crif,868,exp,55-64,not_inst,49.64183381,south,direct,0,10.0
31875,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,576500,3.99,-0.0052,8000.0,360.0,not_neg,not_int,not_lpsm,968000.0,sb,pr,home,1u,13260.0,cib,671,cib,45-54,not_inst,59.55578512,south,direct,0,30.0
36736,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,466500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,5820.0,equi,646,exp,45-54,to_inst,75.11160714,south,direct,1,39.0
75200,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,556500,3.625,-0.0786,4595.4,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1u,17940.0,crif,604,exp,55-64,not_inst,85.87962963,south,direct,0,25.0
134496,2019,cf,sex not available,nopre,type1,p1,l2,nopc,nob/c,726500,4.5,0.118,0.0,360.0,not_neg,not_int,not_lpsm,1148000.0,sb,pr,home,1u,12180.0,cib,769,exp,45-54,not_inst,63.28397213,south,direct,0,43.0
76891,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,276500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,6000.0,equi,798,exp,65-74,to_inst,75.11160714,north,direct,1,39.0
165396,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,386500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,lpsm,418000.0,sb,pr,home,1u,6060.0,equi,873,exp,45-54,not_inst,75.11160714,south,direct,1,39.0
83693,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,236500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1u,3000.0,cib,721,cib,35-44,to_inst,79.36241611,south,direct,1,39.0
143678,2019,ncf,sex not available,nopre,type2,p1,l1,nopc,b/c,256500,4.25,0.3858,1257.0,324.0,neg_amm,not_int,not_lpsm,268000.0,sb,pr,home,1u,5820.0,equi,770,exp,45-54,to_inst,95.70895522,south,direct,1,39.0
130744,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,206500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1u,4140.0,exp,812,cib,35-44,to_inst,90.57017544,north,direct,1,36.0
58030,2019,cf,joint,pre,type3,p4,l1,nopc,nob/c,476500,2.875,-0.8534,3562.14,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1u,5820.0,exp,616,exp,45-54,not_inst,68.26647564,north,direct,0,39.0
62218,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,306500,3.99,0.3858,2555.5550000000003,180.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,9060.0,equi,746,exp,55-64,not_inst,75.11160714,south,direct,1,39.0
95958,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,126500,4.25,1.0821,2799.0,180.0,not_neg,not_int,not_lpsm,288000.0,sb,ir,home,1u,6660.0,crif,658,exp,55-64,not_inst,43.92361111,north,direct,0,47.0
127537,2019,cf,female,nopre,type3,p4,l1,nopc,nob/c,136500,2.99,-0.5128,2758.72,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1u,5820.0,exp,627,cib,55-64,to_inst,86.39240506,north,direct,0,39.0
116093,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.3071,3350.0,360.0,neg_amm,int_only,not_lpsm,358000.0,sb,pr,home,1u,4740.0,exp,704,cib,55-64,to_inst,80.02793296,north-east,direct,0,45.0
47254,2019,cf,sex not available,nopre,type1,p4,l1,nopc,nob/c,136500,3.99,0.6503,3823.5,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1u,3120.0,cib,821,exp,55-64,to_inst,65.625,south,direct,0,21.0
56118,2019,cf,male,nopre,type2,p4,l1,nopc,b/c,176500,4.25,1.165,0.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1u,5820.0,exp,685,exp,35-44,to_inst,84.85576923,south,direct,0,39.0
96742,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,686500,4.75,0.966,1940.0,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1u,18540.0,exp,620,cib,35-44,not_inst,80.01165501,north,direct,0,36.0
118735,2019,cf,joint,nopre,type2,p1,l1,nopc,b/c,316500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1u,7020.0,cib,609,exp,25-34,to_inst,106.2080537,south,direct,1,51.0
114177,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,326500,3.99,1.0775,6050.0,240.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1u,10020.0,exp,675,exp,45-54,to_inst,74.543379,south,direct,0,31.0
38535,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,216500,3.99,0.369,5038.75,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1u,12000.0,crif,685,cib,55-64,to_inst,50.58411215,south,direct,0,16.0
97694,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,296500,3.99,0.6196,10052.75,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1u,4680.0,cib,897,cib,65-74,to_inst,80.57065217,north,direct,0,41.0
95751,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,476500,3.99,0.3858,2555.5550000000003,180.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1u,12540.0,cib,640,exp,45-54,to_inst,52.47797357,north,direct,1,18.0
106576,2019,cf,sex not available,nopre,type1,p1,l1,nopc,nob/c,106500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1u,3540.0,exp,828,cib,25-34,to_inst,83.203125,south,direct,1,21.0
158135,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,166500,3.75,0.3993,4392.04,180.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1u,4680.0,exp,866,exp,45-54,to_inst,50.76219512,south,direct,0,29.0
35202,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,86500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,128000.0,sb,pr,home,1u,1020.0,cib,712,cib,65-74,to_inst,67.578125,north,direct,1,43.0
150653,2019,ncf,male,nopre,type1,p3,l1,nopc,nob/c,236500,4.375,0.9744,4744.05,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1u,3960.0,exp,514,cib,35-44,to_inst,69.9704142,north,direct,0,37.0
148036,2019,cf,male,nopre,type1,p2,l1,nopc,nob/c,106500,3.875,1.2571,2750.0,180.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1u,15660.0,crif,558,cib,55-64,to_inst,48.85321101,north,direct,0,15.0
91254,2019,ncf,sex not available,pre,type1,p3,l1,nopc,nob/c,716500,3.125,-0.1579,12868.75,360.0,not_neg,not_int,not_lpsm,1108000.0,sb,pr,home,1u,10140.0,exp,849,exp,55-64,to_inst,64.66606498,south,direct,0,37.0
52779,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,386500,4.375,0.2987,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1u,5100.0,exp,813,exp,25-34,not_inst,69.26523297,south,direct,0,39.0
47240,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,576500,3.0,-0.4124,99.5,360.0,not_neg,not_int,not_lpsm,1708000.0,sb,pr,home,1u,13800.0,crif,732,exp,55-64,to_inst,33.7529274,north,direct,0,37.0
88929,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,476500,2.25,-0.4478,882.5,360.0,not_neg,not_int,not_lpsm,1728000.0,sb,pr,home,1u,131940.0,crif,741,cib,45-54,to_inst,27.57523148,north,direct,0,13.0
128993,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,356500,4.375,0.2839,0.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1u,3900.0,exp,554,cib,25-34,not_inst,83.29439252,north,direct,0,48.0
132570,2019,ncf,female,pre,type1,p4,l1,nopc,nob/c,226500,3.25,0.2236,8567.41,180.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1u,3720.0,cib,825,cib,45-54,to_inst,73.53896104,south,direct,0,40.0
76455,2019,cf,sex not available,pre,type1,p1,l1,nopc,nob/c,396500,4.75,0.4314,5587.5,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1u,3660.0,cib,835,exp,35-44,to_inst,79.6184739,south,direct,0,49.0
68523,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,136500,3.99,0.3858,2555.5550000000003,180.0,not_neg,not_int,lpsm,158000.0,sb,pr,home,1u,4740.0,exp,855,exp,55-64,to_inst,86.39240506,south,direct,1,42.0
42414,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,236500,3.99,1.1364,7125.0,240.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1u,9300.0,exp,817,exp,25-34,to_inst,76.78571429,north,direct,0,33.0
151406,2019,cf,male,nopre,type2,p4,l1,nopc,b/c,406500,3.5,0.4015,1011.29,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1u,9240.0,crif,804,cib,45-54,not_inst,81.62650602,north,direct,0,29.0
74927,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,46500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,48000.0,sb,pr,home,1u,3540.0,exp,802,cib,45-54,to_inst,96.875,north,direct,1,30.0
52163,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,306500,5.125,0.8475,7037.5,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1u,15180.0,cib,733,exp,55-64,to_inst,69.97716895,north,direct,0,36.0
143990,2019,cf,joint,nopre,type2,p1,l1,nopc,b/c,486500,3.875,1.02,0.0,360.0,not_neg,int_only,not_lpsm,498000.0,sb,pr,home,1u,5820.0,cib,784,exp,35-44,not_inst,97.69076305,south,direct,0,61.0
87567,2019,cf,sex not available,nopre,type2,p4,l1,nopc,b/c,276500,4.75,1.1383,2525.96,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1u,4320.0,crif,777,cib,25-34,to_inst,79.45402299,south,direct,0,60.0
85633,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,176500,4.625,1.2658,712.82,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1u,2940.0,crif,727,cib,55-64,not_inst,93.88297872,north,direct,0,43.0
107874,2019,cf,joint,nopre,type2,p4,l1,nopc,b/c,406500,3.375,0.7422,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1u,5820.0,cib,898,exp,25-34,not_inst,99.63235294,south,direct,0,39.0
170299,2019,cf,joint,nopre,type1,p2,l1,nopc,nob/c,606500,3.5,0.3867,6695.0,180.0,not_neg,not_int,not_lpsm,1208000.0,sb,pr,home,2u,9720.0,exp,616,exp,45-54,not_inst,50.20695364,south,direct,0,38.0
147844,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,646500,4.375,0.0659,0.0,360.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1u,16800.0,cib,875,exp,35-44,not_inst,67.48434238,south,direct,0,24.0
78241,2019,ncf,sex not available,nopre,type3,p1,l2,nopc,nob/c,826500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,12120.0,equi,547,exp,55-64,to_inst,75.11160714,south,direct,1,39.0
143595,2019,cf,sex not available,pre,type1,p1,l2,nopc,nob/c,106500,4.25,0.5785,3466.05,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1u,2160.0,cib,701,cib,25-34,to_inst,90.25423729,south,direct,0,48.0
72606,2019,cf,joint,pre,type1,p3,l1,nopc,nob/c,486500,3.0,-0.041,2465.0,180.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1u,17220.0,crif,863,exp,45-54,not_inst,48.26388889,south,direct,0,28.0
94141,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,536500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1u,9780.0,exp,637,cib,35-44,not_inst,79.12979351,north,direct,1,38.0
117078,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,206500,4.18,0.1029,5214.28,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1u,2400.0,cib,835,cib,65-74,to_inst,71.70138889,north,direct,0,47.0
137760,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,466500,4.5,0.9827,4850.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1u,15060.0,cib,743,exp,45-54,to_inst,66.83381089,north,direct,0,39.0
43236,2019,cf,male,nopre,type2,p1,l1,nopc,b/c,286500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1u,5340.0,equi,837,exp,25-34,to_inst,75.11160714,north,direct,1,39.0
93333,2019,cf,sex not available,nopre,type1,p4,l1,nopc,nob/c,326500,3.99,0.384,3275.31,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1u,4560.0,cib,622,cib,55-64,to_inst,58.5125448,south,direct,0,39.0
37965,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,276500,2.875,0.0666,8211.83,180.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1u,6060.0,exp,653,exp,35-44,to_inst,59.08119658,south,direct,0,46.0
157330,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,156500,4.25,1.2494,4632.88,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1u,4200.0,exp,548,cib,45-54,to_inst,99.05063291,north,direct,0,36.0
96418,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,426500,4.99,0.7,3839.53,360.0,neg_amm,not_int,not_lpsm,658000.0,sb,pr,home,1u,9780.0,crif,608,cib,65-74,to_inst,64.81762918,north,direct,0,22.0
140429,2019,cf,male,pre,type3,p1,l1,nopc,nob/c,356500,4.5,0.6836,8350.29,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1u,5580.0,crif,549,cib,45-54,to_inst,102.4425287,north,direct,0,26.0
76263,2019,cf,joint,nopre,type3,p1,l1,nopc,nob/c,346500,3.75,-0.3303,388.32,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1u,12180.0,cib,617,exp,45-54,not_inst,94.1576087,north,direct,0,44.0
35583,2019,cf,sex not available,nopre,type1,p4,l1,nopc,nob/c,196500,3.75,0.7929,6493.25,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1u,4740.0,crif,662,exp,35-44,to_inst,94.47115385,south,direct,0,37.0
162624,2019,ncf,joint,nopre,type1,p3,l1,nopc,nob/c,426500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1u,5520.0,cib,603,exp,55-64,to_inst,71.32107023,central,direct,1,45.0
151562,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,376500,3.75,0.189,7256.3,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1u,8640.0,cib,664,exp,55-64,to_inst,52.43732591,south,direct,0,20.0
123434,2019,ncf,joint,pre,type2,p1,l1,nopc,b/c,616500,3.5,-0.0031,1885.11,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1u,7020.0,cib,684,exp,25-34,not_inst,90.92920354,north,direct,0,57.0
93019,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,186500,5.375,1.0619,3015.0,360.0,neg_amm,not_int,not_lpsm,238000.0,sb,pr,home,1u,4980.0,cib,817,exp,35-44,to_inst,78.36134454,central,direct,0,46.0
27188,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,106500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,138000.0,sb,sr,home,1u,4980.0,cib,669,cib,65-74,to_inst,77.17391304,central,direct,1,24.0
48829,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,376500,3.75,0.1967,3196.02,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1u,12780.0,exp,747,exp,55-64,not_inst,37.7254509,south,direct,0,38.0
73795,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,276500,4.375,0.7365,4185.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1u,5760.0,crif,658,exp,45-54,not_inst,77.23463687,north,direct,0,29.0
68535,2019,cf,sex not available,nopre,type1,p4,l1,nopc,nob/c,396500,3.75,0.3395,8737.18,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1u,8760.0,exp,646,exp,35-44,to_inst,73.69888476,south,direct,0,30.0
64619,2019,cf,sex not available,nopre,type1,p2,l1,nopc,nob/c,96500,5.375,1.4072,2950.0,360.0,not_neg,not_int,not_lpsm,168000.0,sb,ir,home,2u,3540.0,crif,829,cib,55-64,to_inst,57.44047619,south,direct,0,47.0
54710,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,416500,4.75,0.2723,1202.26,360.0,neg_amm,not_int,not_lpsm,528000.0,sb,pr,home,1u,10620.0,crif,534,cib,45-54,not_inst,78.88257576,south,direct,0,47.0
105517,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,546500,4.875,0.5911,8630.0,360.0,not_neg,not_int,not_lpsm,938000.0,sb,pr,home,1u,11280.0,exp,633,cib,55-64,to_inst,58.26226013,north,direct,0,29.0
26587,2019,cf,female,pre,type2,p1,l1,nopc,b/c,276500,3.125,0.4969,9198.57,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1u,9300.0,exp,574,exp,35-44,to_inst,99.46043165,north,direct,0,21.0
26498,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,136500,3.99,0.3858,2555.5550000000003,180.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,3000.0,equi,610,exp,55-64,to_inst,75.11160714,south,direct,1,39.0
58061,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,186500,4.125,0.5027,3090.2,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1u,2880.0,crif,582,cib,65-74,to_inst,78.36134454,north,direct,0,48.0
33925,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,206500,4.125,0.6767,3812.5,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1u,5520.0,crif,836,cib,65-74,to_inst,47.14611872,north,direct,0,26.0
120105,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,146500,4.5,0.9969,3950.0,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1u,2580.0,exp,607,cib,55-64,to_inst,77.92553191,central,direct,0,39.0
58521,2019,cf,sex not available,nopre,type1,p1,l1,nopc,nob/c,96500,4.99,0.4069,1604.0,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1u,3060.0,crif,714,exp,35-44,to_inst,81.77966102,south,direct,0,49.0
143680,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,206500,4.56,0.5177,52.06,360.0,neg_amm,not_int,not_lpsm,268000.0,sb,pr,home,1u,9780.0,cib,882,cib,65-74,not_inst,77.05223881,north,direct,0,29.0
127796,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,306500,4.25,0.5659,3025.0,240.0,neg_amm,not_int,not_lpsm,748000.0,sb,pr,home,1u,6420.0,exp,564,exp,45-54,to_inst,40.97593583,central,direct,0,27.0
93652,2019,cf,sex not available,nopre,type1,p4,l1,nopc,nob/c,166500,4.375,0.4444,4212.5,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1u,5400.0,exp,597,exp,>74,to_inst,54.05844156,south,direct,0,45.0
46081,2019,cf,joint,nopre,type1,p3,l2,nopc,nob/c,156500,4.75,0.6289,3775.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1u,5940.0,crif,642,exp,55-64,to_inst,58.39552239,south,direct,0,44.0
62760,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,386500,2.875,-0.0415,4463.32,180.0,not_neg,not_int,not_lpsm,1378000.0,sb,pr,home,1u,8640.0,cib,782,cib,55-64,not_inst,28.0478955,north,direct,0,36.0
73146,2019,cf,sex not available,nopre,type2,p2,l1,nopc,b/c,26500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1u,540.0,exp,889,cib,45-54,to_inst,24.53703704,south,direct,1,36.0
151598,2019,cf,joint,nopre,type2,p2,l1,nopc,b/c,116500,3.99,0.3858,2555.5550000000003,180.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1u,1800.0,exp,538,exp,45-54,to_inst,46.97580645,south,direct,1,54.0
45708,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,336500,3.625,-0.253,0.0,348.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1u,7860.0,cib,591,exp,35-44,not_inst,60.3046595,south,direct,0,26.0
171266,2019,cf,male,pre,type2,p1,l1,nopc,b/c,266500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,4020.0,equi,728,exp,<25,not_inst,75.11160714,north,direct,1,39.0
104464,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,136500,4.125,0.2175,2989.41,180.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1u,3780.0,crif,542,cib,45-54,to_inst,18.49593496,north,direct,0,60.0
92231,2019,cf,joint,pre,type1,p3,l1,nopc,nob/c,286500,3.625,0.7155,2555.5550000000003,180.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1u,11100.0,crif,700,exp,45-54,to_inst,77.85326087,north,direct,0,36.0
45023,2019,ncf,joint,pre,type2,p3,l1,nopc,b/c,186500,3.875,0.7382,3401.23,300.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1u,4980.0,exp,706,exp,55-64,to_inst,85.55045872,north,direct,0,58.0
37999,2019,cf,joint,nopre,type2,p3,l1,nopc,b/c,196500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,248000.0,sb,pr,home,1u,3240.0,cib,766,exp,45-54,to_inst,79.23387097,south,direct,1,45.0
119608,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,326500,3.375,-0.2658,3214.08,360.0,not_neg,int_only,not_lpsm,448000.0,sb,pr,home,1u,5580.0,crif,710,exp,45-54,not_inst,72.87946429,north,direct,0,32.0
67224,2019,cf,female,nopre,type2,p1,l1,nopc,b/c,136500,3.5,0.7303,1078.36,360.0,not_neg,int_only,not_lpsm,138000.0,sb,pr,home,1u,1920.0,crif,610,cib,25-34,not_inst,98.91304348,south,direct,0,45.0
137781,2019,cf,sex not available,nopre,type2,p1,l1,nopc,b/c,316500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,6480.0,equi,653,exp,35-44,to_inst,75.11160714,south,direct,1,39.0
45492,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,176500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,198000.0,sb,pr,home,1u,3900.0,cib,819,exp,>74,to_inst,89.14141414,north,direct,1,44.0
66491,2019,cf,joint,pre,type1,p1,l1,nopc,nob/c,256500,2.99,0.2453,2555.5550000000003,180.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1u,109080.0,cib,602,exp,55-64,to_inst,36.747851,north,direct,0,20.0
125993,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,526500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,1238000.0,sb,ir,home,1u,5700.0,cib,697,cib,45-54,not_inst,42.52827141,south,direct,1,40.0
28835,2019,cf,male,nopre,type2,p1,l1,nopc,b/c,316500,5.375,1.9846,3534.05,360.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1u,7800.0,cib,571,cib,35-44,to_inst,96.49390244,north,direct,0,43.0
71993,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,266500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1u,4740.0,crif,621,exp,55-64,to_inst,65.31862745,north,direct,1,31.0
94651,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,386500,3.1,-0.3478,0.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,sr,home,1u,10620.0,crif,704,exp,45-54,to_inst,79.20081967,north,direct,0,45.0
91121,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,376500,3.875,0.295,0.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1u,5940.0,crif,900,cib,45-54,not_inst,87.96728972,north,direct,0,47.0
166483,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,186500,4.25,-0.1298,4750.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1u,7140.0,cib,605,exp,25-34,to_inst,33.42293907,north,direct,0,9.0
103059,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,296500,3.875,0.2484,3157.1,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1u,4920.0,exp,839,cib,35-44,not_inst,93.23899371,south,direct,0,37.0
110972,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,56500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1u,1260.0,crif,628,cib,<25,to_inst,83.08823529,north,direct,1,21.0
46942,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,246500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1u,5100.0,crif,608,cib,25-34,to_inst,95.54263566,central,direct,1,45.0
29162,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,36500,4.25,1.0345,850.89,360.0,not_neg,not_int,not_lpsm,38000.0,sb,pr,home,1u,1320.0,cib,896,cib,35-44,to_inst,96.05263158,north,direct,0,36.0
73601,2019,cf,joint,nopre,type2,p3,l1,nopc,b/c,396500,4.125,0.7733,5884.13,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1u,9900.0,cib,863,exp,45-54,to_inst,84.72222222,north,direct,0,36.0
119807,2019,ncf,sex not available,nopre,type1,p3,l1,nopc,nob/c,1496500,4.375,0.6784,0.0,360.0,not_neg,not_int,not_lpsm,3008000.0,sb,pr,home,1u,22260.0,exp,826,cib,55-64,not_inst,49.75066489,north,direct,0,35.0
