id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,debt_to_income_ratio,ltv_risk_bucket,credit_score_bucket
85963,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,116500,4.75,0.571,2050.0,360.0,no,no,no,208000.0,sb,primary residence,1u,1560.0,cibil,670,exp,25-34,to_inst,56.00961538,north,0,41.0,Low,Good
173088,2019,non-conforming loan,male,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,886500,3.25,-0.5965,1684.54,360.0,no,no,no,988000.0,sb,primary residence,1u,5820.0,crif,747,cib,45-54,not_inst,89.72672065,north,0,39.0,High,Very Good
145700,2019,conforming loan,male,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,166500,5.5,1.014,1560.0,360.0,no,no,no,368000.0,sb,primary residence,1u,4380.0,cibil,544,cib,35-44,to_inst,45.24456522,north,0,49.0,Low,Poor
169197,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,146500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,418000.0,sb,primary residence,1u,2940.0,equifax,762,exp,25-34,not_inst,75.11160714,north,1,39.0,Moderate,Excellent
95214,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,106500,4.875,0.7158,2074.0,360.0,no,no,no,198000.0,sb,primary residence,1u,4800.0,experian,716,exp,25-34,to_inst,53.78787879,north,0,30.0,Low,Very Good
132810,2019,conforming loan,joint,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,486500,3.375,-0.396,3990.0,360.0,no,no,no,658000.0,sb,primary residence,1u,7620.0,crif,548,exp,35-44,not_inst,73.93617021,south,0,49.0,Moderate,Poor
143363,2019,conforming loan,joint,no pre-approval,commercial loan,home purchase,high creditworthy,no open credit,personal use,476500,3.0,-0.6916,3990.0,360.0,no,no,no,478000.0,sb,primary residence,1u,13500.0,cibil,683,exp,45-54,not_inst,99.68619247,north,0,12.0,Very High,Good
128061,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,266500,4.625,0.3538,3097.21,360.0,no,no,no,458000.0,sb,primary residence,1u,4080.0,cibil,644,cib,45-54,to_inst,58.18777293,south,0,42.0,Low,Fair
169626,2019,conforming loan,joint,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,196500,3.375,0.7632,5656.63,180.0,no,no,no,308000.0,sb,primary residence,1u,3180.0,crif,847,exp,55-64,to_inst,63.7987013,north,0,46.0,Moderate,Excellent
137985,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,256500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,418000.0,sb,primary residence,1u,3540.0,equifax,577,exp,35-44,to_inst,75.11160714,central,1,39.0,Moderate,Poor
32544,2019,non-conforming loan,male,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,266500,3.125,0.3327,0.0,360.0,no,no,no,278000.0,sb,primary residence,1u,5820.0,crif,523,exp,25-34,to_inst,95.86330935,north,0,39.0,Very High,Poor
76841,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,416500,4.125,0.1784,0.0,360.0,no,no,no,438000.0,sb,primary residence,1u,7380.0,cibil,731,exp,25-34,not_inst,95.0913242,north,0,33.0,Very High,Very Good
25701,2019,non-conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,816500,4.375,0.2828,13430.0,360.0,no,no,no,1028000.0,sb,primary residence,1u,12420.0,experian,876,cib,45-54,to_inst,79.42607004,south,0,41.0,Moderate,Excellent
62578,2019,non-conforming loan,joint,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,376500,4.625,0.8821,4032.5,360.0,no,no,no,508000.0,sb,primary residence,1u,6600.0,cibil,658,exp,35-44,to_inst,74.11417323,north,0,36.0,Moderate,Good
77963,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,136500,5.75,1.4955,2500.0,348.0,no,no,no,188000.0,sb,primary residence,1u,3480.0,cibil,871,cib,45-54,to_inst,72.60638298,south,0,36.0,Moderate,Excellent
94298,2019,conforming loan,joint,no pre-approval,home loan,home purchase,medium creditworthy,no open credit,personal use,626500,4.375,0.1401,0.0,360.0,no,no,no,788000.0,sb,primary residence,1u,6900.0,crif,882,exp,35-44,not_inst,79.50507614,south,0,43.0,Moderate,Excellent
69067,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,426500,3.5,-0.0872,41.32,360.0,no,no,no,568000.0,sb,primary residence,1u,3900.0,crif,547,exp,25-34,not_inst,75.08802817,north,0,47.0,Moderate,Poor
106648,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,386500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,658000.0,sb,primary residence,1u,840.0,experian,794,exp,45-54,to_inst,58.73860182,south,1,6.0,Low,Excellent
83140,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,626500,4.125,0.713,0.0,360.0,no,no,no,678000.0,sb,primary residence,1u,11820.0,experian,741,exp,25-34,not_inst,92.40412979,south,0,27.0,Very High,Very Good
131266,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,366500,3.25,-0.388,0.0,360.0,no,no,no,618000.0,sb,primary residence,1u,5820.0,crif,717,exp,45-54,to_inst,59.30420712,north,0,29.0,Low,Very Good
148445,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,526500,4.56,0.402,1703.1,360.0,no,no,no,658000.0,sb,primary residence,1u,4920.0,cibil,769,exp,55-64,to_inst,80.01519757,central,0,49.0,High,Excellent
30106,2019,conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,316500,4.75,0.8004,3126.38,360.0,no,no,no,328000.0,sb,primary residence,1u,5760.0,crif,612,cib,55-64,to_inst,96.49390244,south,0,46.0,Very High,Fair
81479,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,176500,3.99,0.3858,2555.5550000000003,300.0,no,no,no,418000.0,sb,primary residence,1u,2100.0,equifax,673,exp,65-74,to_inst,75.11160714,south,1,39.0,Moderate,Good
67016,2019,conforming loan,male,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,286500,4.375,0.3422,7607.5,360.0,no,no,no,358000.0,sb,primary residence,1u,2700.0,crif,550,cib,65-74,to_inst,80.02793296,north,0,49.0,High,Poor
54591,2019,conforming loan,joint,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,366500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,338000.0,sb,primary residence,1u,600.0,cibil,687,exp,45-54,not_inst,108.4319527,north,1,7.0,Very High,Good
48416,2019,conforming loan,joint,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,246500,3.625,0.2686,7130.0,360.0,no,no,no,588000.0,sb,primary residence,1u,3600.0,crif,844,exp,65-74,to_inst,41.92176871,north,0,42.0,Low,Excellent
70809,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,616500,3.625,-0.0649,0.0,360.0,no,no,yes,1108000.0,sb,primary residence,1u,7020.0,experian,559,exp,25-34,not_inst,55.64079422,south,0,49.0,Low,Poor
159406,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,186500,3.99,0.7461,4900.6,360.0,no,no,no,198000.0,sb,primary residence,1u,3600.0,experian,854,cib,55-64,to_inst,94.19191919,north,0,23.0,Very High,Excellent
102767,2019,conforming loan,joint,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,316500,4.625,1.2967,0.0,360.0,no,no,no,458000.0,sb,primary residence,1u,5820.0,experian,818,exp,65-74,not_inst,69.10480349,south,0,39.0,Moderate,Excellent
54842,2019,conforming loan,male,pre-approved,commercial loan,business purpose,high creditworthy,no open credit,personal use,256500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,278000.0,sb,primary residence,1u,5820.0,experian,724,cib,35-44,to_inst,92.26618705,north-east,1,39.0,Very High,Very Good
148037,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,426500,3.375,-0.0488,2310.0,180.0,no,no,no,538000.0,sb,primary residence,1u,7440.0,cibil,527,cib,35-44,to_inst,79.27509294,central,0,46.0,Moderate,Poor
127420,2019,conforming loan,female,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,276500,3.99,0.1419,1253.34,360.0,no,no,no,288000.0,sb,primary residence,1u,3300.0,cibil,588,cib,<25,not_inst,96.00694444,north,0,40.0,Very High,Poor
88698,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,256500,3.99,0.3471,4062.5,360.0,no,no,no,458000.0,sb,primary residence,1u,2700.0,cibil,604,cib,65-74,to_inst,56.00436681,south,0,38.0,Low,Fair
29996,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,516500,3.875,0.157,0.0,360.0,no,no,no,648000.0,sb,primary residence,1u,9300.0,cibil,791,cib,25-34,not_inst,79.70679012,north,0,38.0,Moderate,Excellent
88164,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,316500,5.25,0.6083,3490.0,360.0,no,no,no,398000.0,sb,primary residence,1u,4980.0,crif,816,exp,65-74,to_inst,79.52261307,north,0,48.0,Moderate,Excellent
36964,2019,conforming loan,sex not available,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,366500,3.75,1.3573,7645.8,360.0,no,no,no,378000.0,sb,primary residence,1u,8580.0,crif,708,exp,45-54,to_inst,96.95767196,south,0,34.0,Very High,Very Good
53150,2019,conforming loan,joint,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,216500,3.25,0.5684,7234.0,180.0,no,no,no,408000.0,sb,primary residence,1u,5280.0,crif,764,exp,55-64,to_inst,53.06372549,north,0,24.0,Low,Excellent
73230,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,566500,3.99,0.2185,5521.63,360.0,no,no,no,868000.0,sb,primary residence,1u,12300.0,cibil,738,exp,45-54,to_inst,65.26497696,south,0,30.0,Moderate,Very Good
97411,2019,conforming loan,joint,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,206500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,218000.0,sb,primary residence,1u,4080.0,crif,590,exp,65-74,to_inst,94.72477064,north,1,61.0,Very High,Poor
50457,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,156500,3.875,0.3991,4883.75,360.0,no,no,no,258000.0,sb,primary residence,1u,2820.0,cibil,891,cib,55-64,to_inst,60.65891473,north,0,36.0,Moderate,Excellent
99221,2019,conforming loan,male,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,256500,4.25,0.0811,5413.66,360.0,no,no,no,478000.0,sb,primary residence,1u,2460.0,crif,626,cib,55-64,to_inst,53.66108787,north,0,44.0,Low,Fair
72101,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,516500,3.625,-0.0638,0.0,360.0,no,yes,no,998000.0,sb,primary residence,1u,8880.0,cibil,599,cib,35-44,not_inst,51.75350701,south,0,37.0,Low,Poor
87709,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,86500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,118000.0,sb,primary residence,1u,1920.0,cibil,879,cib,65-74,to_inst,73.30508475,north,1,46.0,Moderate,Excellent
83831,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,156500,4.5,0.5544,2089.11,360.0,yes,no,no,338000.0,sb,primary residence,1u,8280.0,experian,551,exp,55-64,to_inst,46.30177515,central,0,30.0,Low,Poor
108479,2019,conforming loan,sex not available,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,456500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,0.0,equifax,853,exp,45-54,to_inst,75.11160714,south,1,39.0,Moderate,Excellent
114382,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,416500,4.18,0.0768,0.0,360.0,no,no,no,468000.0,sb,primary residence,1u,5160.0,crif,672,exp,45-54,not_inst,88.9957265,south,0,49.0,High,Good
64931,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,116500,3.625,0.8619,3576.2,180.0,no,no,no,208000.0,sb,primary residence,1u,7140.0,crif,527,cib,45-54,to_inst,56.00961538,south,0,26.0,Low,Poor
54881,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,236500,3.99,0.5819,2447.5,360.0,no,no,no,348000.0,sb,primary residence,1u,4320.0,crif,700,exp,45-54,to_inst,67.95977011,south,0,38.0,Moderate,Very Good
127049,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,446500,3.99,0.6278,12430.0,360.0,yes,no,no,558000.0,sb,primary residence,1u,6180.0,crif,587,exp,35-44,to_inst,80.01792115,north,0,42.0,High,Poor
99009,2019,conforming loan,male,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,106500,5.5,1.3207,3076.96,360.0,yes,no,no,148000.0,sb,ir,1u,11760.0,crif,623,cib,45-54,to_inst,71.95945946,north,0,49.0,Moderate,Fair
70894,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,396500,2.625,-0.3431,0.0,360.0,yes,no,no,1418000.0,sb,primary residence,1u,7680.0,cibil,756,cib,65-74,to_inst,27.96191819,south,0,43.0,Low,Excellent
87953,2019,conforming loan,male,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,146500,5.625,1.5796,100.33,360.0,no,no,no,198000.0,sb,primary residence,1u,5760.0,cibil,833,cib,55-64,not_inst,73.98989899,south,0,7.0,Moderate,Excellent
168466,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,276500,3.99,0.0691,6432.5,360.0,no,no,no,408000.0,sb,primary residence,1u,6900.0,crif,743,cib,45-54,to_inst,67.76960784,central,0,33.0,Moderate,Very Good
101981,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,256500,3.99,0.5951,7550.0,360.0,no,no,no,428000.0,sb,primary residence,1u,4380.0,cibil,662,cib,45-54,to_inst,59.92990654,south,0,30.0,Low,Good
85761,2019,non-conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,636500,4.375,0.609,1299.0,360.0,no,yes,no,858000.0,sb,primary residence,1u,20700.0,crif,650,exp,35-44,not_inst,74.18414918,north,0,20.0,Moderate,Good
42581,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,336500,3.99,0.3627,4351.5,180.0,no,no,no,528000.0,sb,primary residence,1u,7800.0,experian,728,cib,65-74,to_inst,63.73106061,south,0,41.0,Moderate,Very Good
83883,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,506500,3.69,0.1625,10155.0,360.0,no,no,no,618000.0,sb,primary residence,1u,7860.0,crif,883,exp,45-54,not_inst,81.9579288,south,0,40.0,High,Excellent
94855,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,346500,3.75,-0.071,5273.11,360.0,no,no,no,578000.0,sb,primary residence,1u,8340.0,crif,659,cib,>74,to_inst,59.94809689,north,0,35.0,Low,Good
133958,2019,conforming loan,male,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,116500,4.99,0.9549,67.97,360.0,no,no,no,118000.0,sb,primary residence,1u,1980.0,cibil,693,cib,35-44,to_inst,98.72881356,north,0,43.0,Very High,Good
149895,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,426500,3.5,-0.1208,3057.2,360.0,no,no,no,1088000.0,sb,primary residence,1u,10740.0,crif,792,exp,25-34,not_inst,39.20036765,south,0,26.0,Low,Excellent
128743,2019,conforming loan,female,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,416500,3.75,0.1887,6480.0,360.0,no,no,no,528000.0,sb,primary residence,1u,9840.0,experian,542,cib,55-64,to_inst,78.88257576,north,0,31.0,Moderate,Poor
112554,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,336500,4.0,0.1464,0.0,360.0,no,no,no,448000.0,sb,primary residence,1u,4500.0,crif,640,cib,25-34,not_inst,75.11160714,north,0,42.0,Moderate,Fair
145379,2019,non-conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,446500,4.0,-0.0678,5321.64,360.0,no,no,no,598000.0,sb,primary residence,1u,5460.0,experian,536,exp,35-44,not_inst,74.66555184,south,0,40.0,Moderate,Poor
164538,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,236500,3.5,-0.3399,9106.25,360.0,yes,no,no,398000.0,sb,primary residence,1u,4560.0,experian,795,exp,55-64,to_inst,59.42211055,north,0,34.0,Low,Excellent
148714,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,386500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,34380.0,equifax,889,exp,45-54,to_inst,75.11160714,north,1,39.0,Moderate,Excellent
59362,2019,conforming loan,female,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.5,-0.1841,4333.13,324.0,no,no,no,418000.0,sb,primary residence,1u,2940.0,cibil,526,cib,55-64,to_inst,58.97129187,north,0,36.0,Low,Poor
26513,2019,conforming loan,joint,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,306500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,12240.0,equifax,741,exp,55-64,to_inst,75.11160714,central,1,39.0,Moderate,Very Good
138778,2019,conforming loan,joint,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,236500,3.99,0.8109,5734.58,360.0,no,no,no,298000.0,sb,primary residence,1u,3480.0,experian,807,exp,45-54,to_inst,79.36241611,south,0,47.0,Moderate,Excellent
103960,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,166500,3.625,0.7761,3777.19,180.0,no,no,no,608000.0,sb,primary residence,1u,5640.0,cibil,609,exp,65-74,to_inst,27.38486842,north,0,38.0,Low,Fair
155443,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,456500,4.875,0.1567,0.0,360.0,no,no,no,578000.0,sb,primary residence,1u,17820.0,crif,599,exp,35-44,not_inst,78.97923875,north,0,37.0,Moderate,Poor
47872,2019,conforming loan,male,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,358000.0,sb,ir,3u,720.0,cibil,715,cib,55-64,not_inst,68.8547486,south,1,47.0,Moderate,Very Good
69564,2019,conforming loan,female,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,386500,3.875,0.4821,7200.0,360.0,no,no,no,428000.0,sb,primary residence,1u,3540.0,experian,794,cib,45-54,not_inst,90.30373832,north,0,46.0,Very High,Excellent
166023,2019,conforming loan,male,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,286500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,5040.0,equifax,635,exp,55-64,to_inst,75.11160714,central,1,39.0,Moderate,Fair
85290,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,176500,4.125,0.5116,3000.0,360.0,no,no,no,278000.0,sb,primary residence,1u,4920.0,cibil,759,exp,65-74,to_inst,63.48920863,north,0,45.0,Moderate,Excellent
29575,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,446500,3.625,0.0465,7548.0,360.0,no,no,no,638000.0,sb,primary residence,1u,5520.0,cibil,673,cib,35-44,not_inst,69.98432602,south,0,36.0,Moderate,Good
138855,2019,conforming loan,female,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,586500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,958000.0,sb,primary residence,2u,3600.0,crif,740,cib,65-74,to_inst,61.22129436,central,1,38.0,Moderate,Very Good
159114,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,446500,4.25,0.621,150.0,360.0,no,no,no,478000.0,sb,primary residence,1u,11340.0,crif,537,exp,35-44,to_inst,93.41004184,north,0,26.0,Very High,Poor
104289,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,616500,4.0,0.7421,2817.82,360.0,no,no,no,648000.0,sb,primary residence,1u,10980.0,experian,666,exp,35-44,not_inst,95.13888889,north,0,49.0,Very High,Good
154332,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,466500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,878000.0,sb,primary residence,1u,17160.0,experian,592,cib,65-74,not_inst,53.13211845,north,1,30.0,Low,Poor
53487,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,96500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,418000.0,sb,primary residence,1u,1980.0,equifax,577,exp,65-74,to_inst,75.11160714,north,1,39.0,Moderate,Poor
122753,2019,conforming loan,male,no pre-approval,commercial loan,home purchase,high creditworthy,no open credit,personal use,206500,4.625,0.8666,253.75,360.0,no,no,no,208000.0,sb,primary residence,1u,4260.0,cibil,641,cib,>74,to_inst,99.27884615,north,0,39.0,Very High,Fair
97209,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,626500,4.875,0.4667,7418.0,360.0,yes,no,no,1398000.0,sb,primary residence,1u,10380.0,cibil,502,exp,45-54,to_inst,44.81402003,north,0,34.0,Low,Poor
84503,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,226500,4.875,0.3095,1960.0,360.0,no,no,no,408000.0,sb,primary residence,1u,4440.0,cibil,763,cib,65-74,to_inst,55.51470588,north,0,39.0,Low,Excellent
146389,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,476500,3.99,0.3858,2555.5550000000003,240.0,no,no,no,418000.0,sb,primary residence,1u,13920.0,equifax,858,exp,25-34,not_inst,75.11160714,north,1,39.0,Moderate,Excellent
121767,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,376500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,628000.0,sb,primary residence,1u,3420.0,cibil,573,cib,55-64,to_inst,59.9522293,north,1,57.0,Low,Poor
131942,2019,conforming loan,joint,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,256500,3.375,0.147,0.0,180.0,no,no,no,728000.0,sb,primary residence,1u,6000.0,experian,849,exp,25-34,not_inst,35.23351648,south,0,44.0,Low,Excellent
148224,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,406500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,418000.0,sb,primary residence,1u,7380.0,equifax,865,exp,45-54,to_inst,75.11160714,south,1,39.0,Moderate,Excellent
54203,2019,conforming loan,female,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,116500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,128000.0,sb,primary residence,1u,1380.0,cibil,523,cib,25-34,not_inst,91.015625,north,1,37.0,Very High,Poor
125328,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,3120.0,equifax,781,exp,55-64,to_inst,75.11160714,north,1,39.0,Moderate,Excellent
45855,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,276500,3.375,-0.0318,4125.0,360.0,no,no,no,428000.0,sb,primary residence,1u,18180.0,crif,896,exp,45-54,not_inst,64.60280374,north,0,9.0,Moderate,Excellent
146221,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,246500,4.25,0.0245,5751.25,360.0,no,no,no,358000.0,sb,primary residence,1u,2220.0,experian,668,exp,65-74,to_inst,68.8547486,south,0,44.0,Moderate,Good
123344,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,136500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,148000.0,sb,primary residence,1u,3000.0,experian,842,exp,55-64,not_inst,92.22972973,north,1,58.0,Very High,Excellent
84846,2019,conforming loan,joint,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,216500,3.75,0.9798,4895.27,360.0,no,no,no,278000.0,sb,primary residence,1u,4500.0,cibil,745,exp,65-74,to_inst,77.87769784,north,0,33.0,Moderate,Very Good
57450,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,206500,4.99,0.9381,1150.0,360.0,no,no,no,258000.0,sb,primary residence,1u,4500.0,cibil,541,exp,45-54,to_inst,80.03875969,north,0,24.0,High,Poor
105298,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,466500,3.99,-0.168,3702.5,360.0,no,no,no,588000.0,sb,primary residence,1u,5400.0,cibil,558,exp,45-54,to_inst,79.33673469,central,0,46.0,Moderate,Poor
117482,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,146500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,88000.0,sb,primary residence,1u,4800.0,crif,667,cib,35-44,to_inst,166.4772727,north,1,17.0,Very High,Good
127944,2019,non-conforming loan,male,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,896500,3.99,-0.2347,16812.5,360.0,no,no,no,2058000.0,sb,primary residence,1u,10320.0,experian,663,exp,45-54,to_inst,43.5617104,north,0,42.0,Low,Good
69886,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,526500,4.25,-0.1148,3507.5,360.0,no,no,no,758000.0,sb,primary residence,1u,35400.0,experian,569,cib,45-54,not_inst,69.4591029,south,0,41.0,Moderate,Poor
66384,2019,conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,626500,3.625,-0.113,0.0,360.0,no,no,no,708000.0,sb,primary residence,1u,5820.0,crif,610,exp,35-44,to_inst,88.48870056,south,0,39.0,High,Fair
39932,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,286500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,5760.0,equifax,636,exp,55-64,to_inst,75.11160714,north,1,39.0,Moderate,Fair
153877,2019,conforming loan,joint,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,176500,3.99,0.3858,2555.5550000000003,360.0,no,yes,no,188000.0,sb,primary residence,1u,3240.0,crif,545,exp,45-54,not_inst,93.88297872,north,1,22.0,Very High,Poor
